,Unnamed: 0,County,Borough,TotalPop,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,Employed,Latitude,Longitude,cluster_4
162020,162020,Kings,Brooklyn,2539,50490.0,16745.0,22674.0,4092.0,15.5,1102,40.6495979899,-73.9507537688,0
105550,105550,Kings,Brooklyn,2902,78750.0,19988.0,37722.0,8462.0,23.0,1454,40.581758794,-73.9444221106,0
10625,10625,Kings,Brooklyn,3532,17544.0,4945.0,9786.0,1734.0,53.9,1147,40.6699497487,-73.9064321608,3
497130,497130,Kings,Brooklyn,2359,70625.0,24724.0,31033.0,9072.0,10.8,1237,40.620201005,-73.98874371859999,0
79248,79248,Kings,Brooklyn,1256,56500.0,12476.0,37513.0,6761.0,11.6,486,40.6676884422,-73.90959798989999,0
439749,439749,Kings,Brooklyn,1964,45227.0,14490.0,16861.0,2794.0,21.3,801,40.6292462312,-74.0362311558,3
516621,516621,Kings,Brooklyn,4029,18158.0,10181.0,11721.0,2495.0,43.5,1025,40.5885427136,-73.9919095477,3
319311,319311,Kings,Brooklyn,3948,40417.0,14637.0,17967.0,3007.0,29.9,1904,40.6134170854,-74.0235678392,2
455336,455336,Kings,Brooklyn,1654,57708.0,21937.0,25642.0,3721.0,12.9,785,40.6518592965,-74.0235678392,0
97841,97841,Kings,Brooklyn,4131,45947.0,11266.0,30232.0,4643.0,18.5,1648,40.5975879397,-73.99507537689999,2
348027,348027,Kings,Brooklyn,3480,68043.0,11109.0,45763.0,8901.0,25.8,2002,40.5772361809,-73.8874371859,0
343787,343787,Kings,Brooklyn,382,92500.0,48818.0,54282.0,19808.0,10.2,278,40.6767336683,-73.9570854271,1
345769,345769,Kings,Brooklyn,4457,31868.0,9091.0,26605.0,6545.0,22.5,1818,40.6473366834,-73.8811055276,2
12982,12982,Kings,Brooklyn,3157,105642.0,20054.0,69786.0,10287.0,17.0,2170,40.6744723618,-73.9665829146,1
500355,500355,Kings,Brooklyn,4124,19720.0,2621.0,12376.0,1847.0,42.6,1361,40.584020100500005,-73.99507537689999,3
106146,106146,Kings,Brooklyn,2902,78750.0,19988.0,37722.0,8462.0,23.0,1454,40.6269849246,-74.0172361809,0
484295,484295,Kings,Brooklyn,2880,39485.0,20030.0,21279.0,2366.0,10.7,1184,40.5908040201,-73.93175879399999,0
7368,7368,Kings,Brooklyn,5962,90616.0,12611.0,50871.0,4987.0,26.3,3368,40.6835175879,-73.9602512563,2
476779,476779,Kings,Brooklyn,1777,38988.0,7402.0,17278.0,2730.0,26.4,680,40.654120603,-73.9665829146,3
90257,90257,Kings,Brooklyn,2080,80395.0,22784.0,38359.0,7609.0,4.5,917,40.654120603,-74.05206030149999,0
131809,131809,Kings,Brooklyn,3780,51645.0,13885.0,32422.0,4716.0,19.3,2143,40.5727135678,-73.8906030151,2
557505,557505,Kings,Brooklyn,6522,30035.0,5604.0,8237.0,1368.0,58.9,1890,40.6473366834,-74.0204020101,2
60806,60806,Kings,Brooklyn,1255,28750.0,21959.0,13985.0,2163.0,33.7,530,40.620201005,-74.0362311558,3
289880,289880,Kings,Brooklyn,2562,35385.0,12482.0,23039.0,4583.0,22.4,931,40.654120603,-73.93175879399999,3
204532,204532,Kings,Brooklyn,4719,44608.0,5404.0,15247.0,2060.0,15.2,1602,40.6654271357,-73.9064321608,2
451876,451876,Kings,Brooklyn,4880,44120.0,10994.0,22813.0,2600.0,19.0,2068,40.5568844221,-74.0077386935,2
500860,500860,Kings,Brooklyn,2035,71146.0,11363.0,26168.0,5205.0,19.1,976,40.5930653266,-74.0140703518,0
282109,282109,Kings,Brooklyn,3409,44896.0,8276.0,25254.0,6021.0,18.0,1304,40.5614070352,-73.98557788939999,0
465676,465676,Kings,Brooklyn,3118,47679.0,18629.0,20676.0,2743.0,24.8,1591,40.615678392,-73.8367839196,3
445389,445389,Kings,Brooklyn,4241,39194.0,13770.0,16455.0,2797.0,28.8,1610,40.6676884422,-74.0045728643,3
349357,349357,Kings,Brooklyn,6138,63613.0,10517.0,33496.0,4709.0,13.8,3455,40.6812562814,-73.92542713569999,2
147931,147931,Kings,Brooklyn,5337,42302.0,12576.0,20415.0,2996.0,18.8,2394,40.6247236181,-73.9475879397,2
39898,39898,Kings,Brooklyn,6061,46204.0,12705.0,16244.0,2567.0,32.8,2605,40.6405527638,-73.8811055276,2
231851,231851,Kings,Brooklyn,4110,29057.0,3619.0,17291.0,3171.0,34.1,1516,40.6812562814,-73.8842713568,3
175680,175680,Kings,Brooklyn,2774,30755.0,6763.0,18375.0,3079.0,25.5,1186,40.5930653266,-73.8716080402,3
472846,472846,Kings,Brooklyn,4274,43046.0,5975.0,19849.0,2412.0,17.5,1822,40.6495979899,-73.91592964819999,2
374233,374233,Kings,Brooklyn,3818,76532.0,18072.0,42207.0,4095.0,10.0,2651,40.6134170854,-74.0109045226,0
336448,336448,Kings,Brooklyn,3619,37273.0,8057.0,19752.0,3555.0,23.9,1549,40.6269849246,-73.8336180905,3
333572,333572,Kings,Brooklyn,4712,60159.0,5716.0,27605.0,3636.0,15.1,2474,40.688040201,-73.8716080402,2
185531,185531,Kings,Brooklyn,2752,44911.0,16071.0,22181.0,4269.0,23.4,1014,40.6224623116,-74.0014070352,3
4848,4848,Kings,Brooklyn,4162,121083.0,44908.0,86132.0,12844.0,7.7,2632,40.6654271357,-73.99507537689999,1
410838,410838,Kings,Brooklyn,6015,59655.0,19619.0,40553.0,9560.0,6.8,2634,40.6111557789,-73.998241206,2
501795,501795,Kings,Brooklyn,3362,69375.0,8713.0,24624.0,2324.0,8.0,1770,40.5727135678,-73.92542713569999,0
65650,65650,Kings,Brooklyn,2577,82071.0,7951.0,45191.0,6895.0,11.2,1750,40.6224623116,-73.9349246231,0
265822,265822,Kings,Brooklyn,3474,68382.0,20475.0,31966.0,7286.0,17.2,1587,40.6948241206,-73.976080402,0
337430,337430,Kings,Brooklyn,2539,49395.0,11935.0,30739.0,7770.0,19.6,923,40.581758794,-73.9444221106,0
232640,232640,Kings,Brooklyn,4668,30449.0,7255.0,23674.0,5879.0,21.7,1894,40.5704522613,-74.0204020101,2
198147,198147,Kings,Brooklyn,5897,41094.0,6657.0,23368.0,6945.0,23.4,2669,40.6609045226,-73.8716080402,2
456833,456833,Kings,Brooklyn,2407,66618.0,11733.0,27829.0,3766.0,3.9,1239,40.5704522613,-73.92859296479999,0
430620,430620,Kings,Brooklyn,3308,44858.0,8634.0,24428.0,4982.0,25.3,1372,40.6767336683,-73.9697487437,3
469906,469906,Kings,Brooklyn,3208,51827.0,9348.0,22892.0,3329.0,16.4,1477,40.620201005,-73.99507537689999,0
255742,255742,Kings,Brooklyn,3738,37635.0,9165.0,17215.0,3507.0,34.2,1579,40.6292462312,-74.05522613069999,3
252421,252421,Kings,Brooklyn,2451,39947.0,14125.0,24228.0,3657.0,14.9,1125,40.5772361809,-73.9507537688,0
175549,175549,Kings,Brooklyn,2774,30755.0,6763.0,18375.0,3079.0,25.5,1186,40.6722110553,-73.9570854271,3
290186,290186,Kings,Brooklyn,2562,35385.0,12482.0,23039.0,4583.0,22.4,931,40.5998492462,-74.0298994975,3
