,Unnamed: 0,County,Borough,TotalPop,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,Employed,Latitude,Longitude,cluster_4
63465,63465,New York,Manhattan,8370,28800.0,3316.0,14859.0,2276.0,30.2,3447,40.8485929648,-73.92859296479999,0
48811,48811,New York,Manhattan,9064,75997.0,12074.0,71123.0,15970.0,10.8,5067,40.7106532663,-73.998241206,1
24380,24380,New York,Manhattan,3299,145956.0,30975.0,84944.0,17324.0,13.7,1643,40.789798995,-73.92859296479999,2
14534,14534,New York,Manhattan,3206,157934.0,48028.0,149562.0,28802.0,4.7,2253,40.7920603015,-73.93175879399999,2
48427,48427,New York,Manhattan,3825,32896.0,9025.0,21067.0,2566.0,24.6,1869,40.721959799,-73.98874371859999,3
68889,68889,New York,Manhattan,4446,76686.0,8162.0,45748.0,5685.0,10.9,2229,40.8033668342,-73.976080402,3
30404,30404,New York,Manhattan,3076,72152.0,13623.0,68495.0,14991.0,5.4,1975,40.721959799,-73.98241206029999,3
28666,28666,New York,Manhattan,287,192857.0,82681.0,254204.0,80436.0,4.5,159,40.7671859296,-73.976080402,2
2730,2730,New York,Manhattan,4374,123558.0,15444.0,93787.0,12403.0,7.4,3419,40.753618090500005,-74.0109045226,1
1768,1768,New York,Manhattan,1528,73239.0,16153.0,50515.0,6484.0,5.8,695,40.789798995,-73.9349246231,3
56419,56419,New York,Manhattan,3392,60798.0,11831.0,32757.0,5721.0,29.6,1478,40.7445728643,-74.0077386935,3
68331,68331,New York,Manhattan,12189,36780.0,8286.0,17771.0,2565.0,27.9,5359,40.7830150754,-73.9665829146,0
32139,32139,New York,Manhattan,3126,156218.0,27533.0,194691.0,37653.0,3.2,1522,40.8078894472,-73.93175879399999,2
26161,26161,New York,Manhattan,1841,94607.0,13651.0,73889.0,8458.0,8.4,1398,40.7739698492,-73.9697487437,3
46084,46084,New York,Manhattan,7864,107401.0,32267.0,90625.0,17338.0,7.5,4837,40.7604020101,-73.998241206,1
57604,57604,New York,Manhattan,10211,53389.0,15849.0,33953.0,6508.0,29.5,4337,40.7242211055,-73.9697487437,0
70609,70609,New York,Manhattan,8651,32585.0,4637.0,16712.0,1913.0,22.3,4457,40.7083919598,-74.0077386935,0
45496,45496,New York,Manhattan,6468,113276.0,18067.0,119661.0,16231.0,8.0,3772,40.7671859296,-73.9729145729,1
40304,40304,New York,Manhattan,7481,67125.0,20946.0,75573.0,15877.0,21.9,3497,40.721959799,-73.98241206029999,1
45636,45636,New York,Manhattan,6468,113276.0,18067.0,119661.0,16231.0,8.0,3772,40.7581407035,-73.953919598,1
16280,16280,New York,Manhattan,6264,97718.0,17225.0,68694.0,8559.0,12.3,3767,40.6903015075,-74.0457286432,1
5134,5134,New York,Manhattan,2019,68750.0,27796.0,58922.0,14934.0,17.4,1492,40.7965829146,-73.9697487437,3
51530,51530,New York,Manhattan,12825,28158.0,6515.0,30439.0,5576.0,36.0,4805,40.7377889447,-74.0140703518,0
31125,31125,New York,Manhattan,1068,11671.0,1150.0,28372.0,12805.0,55.5,379,40.721959799,-74.0204020101,3
58400,58400,New York,Manhattan,3007,44405.0,6150.0,30761.0,3769.0,25.6,1726,40.7083919598,-73.98874371859999,3
17606,17606,New York,Manhattan,8131,101848.0,14153.0,83971.0,9583.0,9.9,5623,40.753618090500005,-73.9792462312,1
70458,70458,New York,Manhattan,8651,32585.0,4637.0,16712.0,1913.0,22.3,4457,40.7739698492,-73.9570854271,0
11199,11199,New York,Manhattan,16200,93010.0,10005.0,57640.0,7553.0,13.1,10148,40.8169346734,-73.9349246231,1
12489,12489,New York,Manhattan,4998,102723.0,20770.0,106434.0,15859.0,8.0,3350,40.857638191,-73.9412562814,1
23551,23551,New York,Manhattan,6665,111505.0,17358.0,122725.0,19074.0,13.2,5071,40.7083919598,-74.0140703518,1
69720,69720,New York,Manhattan,9715,29308.0,2974.0,18007.0,2706.0,29.1,4846,40.7852763819,-73.976080402,0
11798,11798,New York,Manhattan,2360,101786.0,22651.0,122003.0,25864.0,11.2,1533,40.7920603015,-73.92226130649999,2
5011,5011,New York,Manhattan,2019,68750.0,27796.0,58922.0,14934.0,17.4,1492,40.6948241206,-74.0235678392,3
62869,62869,New York,Manhattan,9259,35569.0,6368.0,25630.0,3970.0,27.7,4454,40.857638191,-73.9349246231,0
39089,39089,New York,Manhattan,6751,109493.0,34118.0,100936.0,13315.0,5.1,4017,40.7581407035,-73.98557788939999,1
65889,65889,New York,Manhattan,2810,41036.0,12263.0,23321.0,3991.0,22.6,1426,40.7626633166,-74.0014070352,3
36211,36211,New York,Manhattan,13162,118358.0,25196.0,91351.0,14072.0,7.4,9053,40.721959799,-74.0140703518,1
31735,31735,New York,Manhattan,8192,62301.0,16375.0,54804.0,5302.0,9.9,5750,40.7242211055,-73.9792462312,1
3394,3394,New York,Manhattan,6502,81867.0,11845.0,80454.0,18586.0,10.3,3663,40.7310050251,-74.0109045226,1
29147,29147,New York,Manhattan,1166,128083.0,27382.0,151378.0,31700.0,10.9,792,40.7604020101,-73.9475879397,2
51684,51684,New York,Manhattan,12825,28158.0,6515.0,30439.0,5576.0,36.0,4805,40.7129145729,-73.99507537689999,0
16424,16424,New York,Manhattan,6264,97718.0,17225.0,68694.0,8559.0,12.3,3767,40.8169346734,-73.9349246231,1
70723,70723,New York,Manhattan,9704,49750.0,6131.0,23001.0,2855.0,27.6,4888,40.8169346734,-73.9697487437,0
70356,70356,New York,Manhattan,2342,39033.0,4379.0,16166.0,2259.0,18.5,950,40.798844221100005,-73.9475879397,3
25359,25359,New York,Manhattan,4938,128906.0,14704.0,131432.0,19100.0,7.4,3738,40.6970854271,-74.0267336683,1
67899,67899,New York,Manhattan,1324,37679.0,10059.0,15501.0,2734.0,29.6,535,40.7581407035,-74.0077386935,3
7200,7200,New York,Manhattan,4216,62199.0,18372.0,60670.0,8201.0,16.0,3023,40.721959799,-74.0204020101,3
62323,62323,New York,Manhattan,5814,33910.0,14353.0,28034.0,4948.0,30.5,2662,40.8757286432,-73.90959798989999,0
53492,53492,New York,Manhattan,4327,19045.0,5094.0,19636.0,3260.0,37.3,1640,40.823718593,-73.9475879397,3
6403,6403,New York,Manhattan,1343,57171.0,16252.0,44799.0,8356.0,11.8,717,40.857638191,-73.92226130649999,3
21109,21109,New York,Manhattan,3060,107925.0,27651.0,108621.0,17917.0,7.4,1983,40.7083919598,-74.0077386935,2
21907,21907,New York,Manhattan,2807,142299.0,29049.0,89385.0,13130.0,5.6,2019,40.8553768844,-73.92859296479999,2
1518,1518,New York,Manhattan,1626,147500.0,30405.0,111599.0,16700.0,6.0,1120,40.8101507538,-73.9475879397,2
6431,6431,New York,Manhattan,1343,57171.0,16252.0,44799.0,8356.0,11.8,717,40.7920603015,-73.9349246231,3
44474,44474,New York,Manhattan,7101,109971.0,14613.0,109915.0,20153.0,8.6,3820,40.8169346734,-73.9349246231,1
13215,13215,New York,Manhattan,4747,134417.0,45311.0,70297.0,9743.0,4.8,2714,40.6948241206,-74.0204020101,2
12088,12088,New York,Manhattan,7325,106789.0,14554.0,83549.0,19047.0,9.3,4325,40.794321608,-73.9697487437,1
5547,5547,New York,Manhattan,5137,16527.0,2427.0,11636.0,2136.0,47.6,1591,40.7196984925,-73.99507537689999,0
59943,59943,New York,Manhattan,5379,47808.0,10415.0,36435.0,6590.0,22.5,2657,40.7400502513,-74.0014070352,3
50656,50656,New York,Manhattan,7310,24769.0,11011.0,14211.0,2474.0,44.4,2407,40.8078894472,-73.9349246231,0
40668,40668,New York,Manhattan,7574,82308.0,23320.0,68521.0,9162.0,13.1,3973,40.721959799,-74.0172361809,1
4609,4609,New York,Manhattan,4864,16778.0,2682.0,10809.0,1485.0,48.1,1373,40.7083919598,-74.0077386935,0
18441,18441,New York,Manhattan,5677,97149.0,27937.0,99274.0,11993.0,7.0,4233,40.6993467337,-74.0109045226,1
30726,30726,New York,Manhattan,3870,107125.0,14069.0,82399.0,15167.0,12.4,2781,40.8305025126,-73.9507537688,1
33319,33319,New York,Manhattan,6226,175259.0,33245.0,172747.0,20659.0,4.5,2991,40.7445728643,-74.0077386935,2
63707,63707,New York,Manhattan,6808,41552.0,8931.0,26751.0,5143.0,26.0,3633,40.8553768844,-73.92859296479999,0
53127,53127,New York,Manhattan,7608,117045.0,25802.0,71348.0,9226.0,12.3,4306,40.8033668342,-73.9634170854,1
56909,56909,New York,Manhattan,5320,42220.0,8831.0,37019.0,7619.0,25.6,2695,40.7129145729,-73.99507537689999,3
10121,10121,New York,Manhattan,8947,85338.0,10600.0,55645.0,7307.0,13.0,5870,40.7784924623,-73.93175879399999,1
71926,71926,New York,Manhattan,11069,48242.0,6962.0,21637.0,2257.0,14.9,5983,40.7332663317,-73.9729145729,0
39736,39736,New York,Manhattan,1952,151625.0,32006.0,137338.0,22811.0,12.4,924,40.7106532663,-73.998241206,2
18709,18709,New York,Manhattan,3752,128618.0,33475.0,131261.0,23857.0,12.2,2432,40.7016080402,-74.0045728643,2
59438,59438,New York,Manhattan,6401,19025.0,5379.0,11947.0,2326.0,43.0,1993,40.7807537688,-73.98874371859999,0
43796,43796,New York,Manhattan,6189,126727.0,14242.0,127463.0,25790.0,2.8,4210,40.8757286432,-73.92226130649999,1
564,564,New York,Manhattan,12554,19863.0,5878.0,12802.0,2656.0,44.7,4028,40.7377889447,-73.9729145729,0
18718,18718,New York,Manhattan,3752,128618.0,33475.0,131261.0,23857.0,12.2,2432,40.755879397,-73.9570854271,2
50361,50361,New York,Manhattan,5174,91776.0,20338.0,66085.0,7357.0,7.2,2750,40.7739698492,-73.9697487437,1
9273,9273,New York,Manhattan,2666,129904.0,35914.0,117725.0,19062.0,4.9,1638,40.7423115578,-74.0172361809,2
4219,4219,New York,Manhattan,8326,59416.0,7717.0,34216.0,4507.0,26.0,4951,40.7310050251,-74.0109045226,0
66764,66764,New York,Manhattan,3926,38067.0,7134.0,23358.0,5114.0,32.5,1777,40.7355276382,-73.98241206029999,3
40881,40881,New York,Manhattan,9358,140083.0,38731.0,117172.0,20014.0,4.0,5380,40.8644221106,-73.92859296479999,1
49084,49084,New York,Manhattan,8275,31842.0,4386.0,20008.0,3678.0,25.7,3529,40.7830150754,-73.93809045229999,0
20979,20979,New York,Manhattan,3060,107925.0,27651.0,108621.0,17917.0,7.4,1983,40.7807537688,-73.98557788939999,2
18586,18586,New York,Manhattan,5677,97149.0,27937.0,99274.0,11993.0,7.0,4233,40.7264824121,-73.9792462312,1
49586,49586,New York,Manhattan,7206,23451.0,5972.0,16787.0,3556.0,43.0,2868,40.7807537688,-73.9602512563,0
20568,20568,New York,Manhattan,5045,110242.0,24765.0,104572.0,12870.0,10.5,3307,40.7717085427,-74.0014070352,1
45040,45040,New York,Manhattan,6760,126346.0,25220.0,115152.0,15800.0,6.2,3973,40.8485929648,-73.92859296479999,1
33735,33735,New York,Manhattan,5755,111290.0,20087.0,89203.0,13699.0,12.5,4033,40.8463316583,-73.9444221106,1
36311,36311,New York,Manhattan,8252,91952.0,22692.0,84873.0,14895.0,7.3,5981,40.8372864322,-73.93809045229999,1
53089,53089,New York,Manhattan,7608,117045.0,25802.0,71348.0,9226.0,12.3,4306,40.7377889447,-73.9729145729,1
5262,5262,New York,Manhattan,5557,22676.0,5682.0,21641.0,6123.0,38.2,1988,40.7423115578,-73.9919095477,0
63895,63895,New York,Manhattan,5225,38854.0,13711.0,24034.0,3730.0,31.7,2599,40.7242211055,-74.0014070352,3
52976,52976,New York,Manhattan,6861,27273.0,11367.0,12876.0,2038.0,54.5,2178,40.7083919598,-74.0140703518,0
74606,74606,New York,Manhattan,3495,71250.0,13463.0,46301.0,5624.0,5.3,2048,40.7490954774,-74.0014070352,3
14858,14858,New York,Manhattan,5063,106310.0,2566.0,74869.0,10250.0,11.0,2628,40.7965829146,-73.9634170854,3
70982,70982,New York,Manhattan,6935,74621.0,5523.0,40913.0,4398.0,17.0,3894,40.7852763819,-73.9697487437,0
30512,30512,New York,Manhattan,3076,72152.0,13623.0,68495.0,14991.0,5.4,1975,40.8531155779,-73.92542713569999,3
69075,69075,New York,Manhattan,4155,54913.0,6916.0,35324.0,5461.0,25.0,2112,40.721959799,-74.0204020101,3
45082,45082,New York,Manhattan,6760,126346.0,25220.0,115152.0,15800.0,6.2,3973,40.7287437186,-73.9665829146,1
23454,23454,New York,Manhattan,6665,111505.0,17358.0,122725.0,19074.0,13.2,5071,40.7807537688,-73.98557788939999,1
50765,50765,New York,Manhattan,7310,24769.0,11011.0,14211.0,2474.0,44.4,2407,40.6948241206,-74.0077386935,0
28888,28888,New York,Manhattan,1166,128083.0,27382.0,151378.0,31700.0,10.9,792,40.7513567839,-73.9697487437,2
1880,1880,New York,Manhattan,1528,73239.0,16153.0,50515.0,6484.0,5.8,695,40.7852763819,-73.9349246231,3
17003,17003,New York,Manhattan,5011,88492.0,14460.0,101718.0,14808.0,4.9,3696,40.7807537688,-73.9634170854,1
22762,22762,New York,Manhattan,6781,100179.0,10403.0,91200.0,10853.0,7.6,4894,40.7377889447,-73.9919095477,1
71351,71351,New York,Manhattan,3712,91552.0,17393.0,53031.0,8646.0,7.7,1916,40.7038693467,-74.0014070352,3
57516,57516,New York,Manhattan,10211,53389.0,15849.0,33953.0,6508.0,29.5,4337,40.8305025126,-73.9444221106,0
65252,65252,New York,Manhattan,9403,86712.0,13592.0,50463.0,6122.0,10.2,4970,40.828241206,-73.9412562814,1
67538,67538,New York,Manhattan,7960,40559.0,9763.0,22042.0,5453.0,22.9,3606,40.7445728643,-73.9602512563,0
7875,7875,New York,Manhattan,2673,183500.0,49614.0,70170.0,12686.0,13.1,1246,40.8214572864,-73.9412562814,2
55062,55062,New York,Manhattan,1807,82353.0,14454.0,26527.0,6601.0,16.2,435,40.7196984925,-74.0014070352,3
23200,23200,New York,Manhattan,7306,119196.0,17482.0,101494.0,15029.0,8.9,5443,40.7083919598,-73.98874371859999,1
5414,5414,New York,Manhattan,5557,22676.0,5682.0,21641.0,6123.0,38.2,1988,40.7762311558,-73.9792462312,0
12760,12760,New York,Manhattan,3726,168375.0,33442.0,104742.0,18715.0,11.9,1996,40.7242211055,-73.9792462312,2
28912,28912,New York,Manhattan,1166,128083.0,27382.0,151378.0,31700.0,10.9,792,40.7423115578,-73.9919095477,2
68105,68105,New York,Manhattan,2629,28688.0,4166.0,17484.0,5032.0,32.7,1001,40.789798995,-73.92859296479999,3
73860,73860,New York,Manhattan,8164,65160.0,3590.0,32266.0,3899.0,14.7,4653,40.8757286432,-73.92859296479999,0
67718,67718,New York,Manhattan,1324,37679.0,10059.0,15501.0,2734.0,29.6,535,40.8350251256,-73.9444221106,3
68905,68905,New York,Manhattan,4446,76686.0,8162.0,45748.0,5685.0,10.9,2229,40.7016080402,-74.0235678392,3
40613,40613,New York,Manhattan,7574,82308.0,23320.0,68521.0,9162.0,13.1,3973,40.7604020101,-73.9697487437,1
16666,16666,New York,Manhattan,11252,64963.0,21427.0,58239.0,7203.0,14.7,7137,40.7083919598,-73.99507537689999,1
38027,38027,New York,Manhattan,4463,120257.0,23922.0,98530.0,19391.0,3.8,3135,40.828241206,-73.9412562814,2
43650,43650,New York,Manhattan,3562,87167.0,27892.0,78935.0,18059.0,11.0,1730,40.7377889447,-73.976080402,2
21549,21549,New York,Manhattan,2054,120938.0,42042.0,85826.0,23065.0,15.4,1309,40.7264824121,-73.99507537689999,2
43174,43174,New York,Manhattan,9120,117900.0,17123.0,105968.0,13291.0,10.9,6364,40.7513567839,-73.9792462312,1
476,476,New York,Manhattan,7768,29684.0,3510.0,27355.0,4365.0,24.6,2667,40.8305025126,-73.9507537688,0
60305,60305,New York,Manhattan,3089,32361.0,14495.0,33253.0,6098.0,42.8,1157,40.7445728643,-73.99507537689999,3
65308,65308,New York,Manhattan,9403,86712.0,13592.0,50463.0,6122.0,10.2,4970,40.8440703518,-73.93175879399999,1
70696,70696,New York,Manhattan,9704,49750.0,6131.0,23001.0,2855.0,27.6,4888,40.7468341709,-73.998241206,0
32133,32133,New York,Manhattan,3126,156218.0,27533.0,194691.0,37653.0,3.2,1522,40.7513567839,-74.0140703518,2
40166,40166,New York,Manhattan,7481,67125.0,20946.0,75573.0,15877.0,21.9,3497,40.6993467337,-74.0109045226,1
25987,25987,New York,Manhattan,1259,159821.0,16784.0,118772.0,18873.0,11.4,932,40.7468341709,-73.98241206029999,2
34350,34350,New York,Manhattan,2775,85195.0,13257.0,88608.0,16365.0,20.0,1669,40.7784924623,-73.92859296479999,3
34436,34436,New York,Manhattan,10095,78647.0,10759.0,81356.0,12649.0,7.0,6839,40.6948241206,-74.0235678392,1
16607,16607,New York,Manhattan,11252,64963.0,21427.0,58239.0,7203.0,14.7,7137,40.7830150754,-73.9349246231,1
69940,69940,New York,Manhattan,8056,61695.0,9957.0,30818.0,4438.0,16.5,4500,40.8802512563,-73.9349246231,0
41915,41915,New York,Manhattan,2217,50455.0,10657.0,38823.0,8410.0,21.7,1073,40.862160804,-73.92226130649999,3
8147,8147,New York,Manhattan,7871,71033.0,12391.0,58068.0,6356.0,10.9,4970,40.7400502513,-74.0109045226,1
53398,53398,New York,Manhattan,4327,19045.0,5094.0,19636.0,3260.0,37.3,1640,40.8169346734,-73.9697487437,3
26096,26096,New York,Manhattan,1259,159821.0,16784.0,118772.0,18873.0,11.4,932,40.7129145729,-74.0172361809,2
58476,58476,New York,Manhattan,3007,44405.0,6150.0,30761.0,3769.0,25.6,1726,40.7083919598,-74.0140703518,3
17826,17826,New York,Manhattan,8131,101848.0,14153.0,83971.0,9583.0,9.9,5623,40.8056281407,-73.9697487437,1
12586,12586,New York,Manhattan,4998,102723.0,20770.0,106434.0,15859.0,8.0,3350,40.7852763819,-73.92542713569999,1
14042,14042,New York,Manhattan,2899,150833.0,24172.0,130372.0,23471.0,4.5,1716,40.7807537688,-73.9412562814,2
679,679,New York,Manhattan,12554,19863.0,5878.0,12802.0,2656.0,44.7,4028,40.7242211055,-73.9697487437,0
73267,73267,New York,Manhattan,12337,28743.0,5050.0,16088.0,2161.0,28.9,5203,40.753618090500005,-73.9634170854,0
11894,11894,New York,Manhattan,7325,106789.0,14554.0,83549.0,19047.0,9.3,4325,40.8598994975,-73.92859296479999,1
47633,47633,New York,Manhattan,2309,37426.0,15350.0,23962.0,4066.0,29.1,987,40.7739698492,-73.9570854271,3
32756,32756,New York,Manhattan,12427,112614.0,31356.0,109141.0,19648.0,2.7,7971,40.7423115578,-73.998241206,1
43600,43600,New York,Manhattan,3562,87167.0,27892.0,78935.0,18059.0,11.0,1730,40.6903015075,-74.0077386935,2
40107,40107,New York,Manhattan,5171,156500.0,39951.0,144947.0,28529.0,3.5,2195,40.798844221100005,-73.9507537688,2
62088,62088,New York,Manhattan,5319,47597.0,6894.0,33640.0,7494.0,26.8,2798,40.7875376884,-73.93175879399999,3
60894,60894,New York,Manhattan,3432,24241.0,5099.0,17948.0,2875.0,36.8,1550,40.7920603015,-73.9602512563,3
23288,23288,New York,Manhattan,7306,119196.0,17482.0,101494.0,15029.0,8.9,5443,40.7604020101,-73.9697487437,1
21093,21093,New York,Manhattan,3060,107925.0,27651.0,108621.0,17917.0,7.4,1983,40.755879397,-73.98874371859999,2
71631,71631,New York,Manhattan,7558,28449.0,6210.0,15978.0,2357.0,38.6,2624,40.7830150754,-73.9665829146,0
21862,21862,New York,Manhattan,2807,142299.0,29049.0,89385.0,13130.0,5.6,2019,40.7468341709,-73.98241206029999,2
8667,8667,New York,Manhattan,3238,44286.0,12364.0,45340.0,10430.0,32.9,1419,40.823718593,-73.9475879397,3
46693,46693,New York,Manhattan,9135,115331.0,31450.0,108407.0,21130.0,8.4,5855,40.7717085427,-74.0014070352,1
44240,44240,New York,Manhattan,9195,21577.0,5389.0,15640.0,2245.0,40.1,2825,40.8598994975,-73.9412562814,0
45364,45364,New York,Manhattan,7313,35306.0,6662.0,28460.0,4960.0,24.5,3980,40.7377889447,-73.9792462312,0
