,Unnamed: 0,County,Borough,TotalPop,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,Employed,Latitude,Longitude,cluster_4
332684,332684,Queens,Queens,6716,55000.0,6493.0,27095.0,6142.0,9.7,3221,40.7332663317,-73.84628140699999,3
147097,147097,Queens,Queens,3044,74336.0,19823.0,27150.0,3965.0,6.2,1460,40.6337688442,-73.8177889447,0
392827,392827,Queens,Queens,1710,95298.0,25469.0,39540.0,5189.0,3.2,840,40.7264824121,-73.91592964819999,0
411105,411105,Queens,Queens,4911,73929.0,13822.0,29498.0,3121.0,2.9,2488,40.7332663317,-73.85577889449999,3
4871,4871,Queens,Queens,4998,63862.0,8006.0,26400.0,3719.0,12.1,2460,40.7784924623,-73.8969346734,3
321492,321492,Queens,Queens,6375,44422.0,6858.0,24909.0,6559.0,19.8,3318,40.6925628141,-73.8146231156,3
106760,106760,Queens,Queens,6087,39856.0,5562.0,18458.0,2789.0,24.8,2606,40.7264824121,-73.78296482409999,3
198852,198852,Queens,Queens,4387,54432.0,6202.0,29050.0,3461.0,6.8,2112,40.552361809,-73.98557788939999,3
264520,264520,Queens,Queens,1490,66983.0,8631.0,38955.0,8750.0,4.6,682,40.798844221100005,-73.7703015075,0
339021,339021,Queens,Queens,5221,61458.0,17233.0,23979.0,3619.0,18.7,2016,40.5659296482,-73.8177889447,3
61677,61677,Queens,Queens,2063,65483.0,11602.0,34506.0,3970.0,8.8,1068,40.5659296482,-73.8177889447,0
398634,398634,Queens,Queens,1658,78261.0,9569.0,33326.0,6031.0,7.8,826,40.6473366834,-73.85261306529999,0
254989,254989,Queens,Queens,2384,97679.0,18062.0,32671.0,3484.0,3.7,1240,40.7174371859,-73.7481407035,0
349840,349840,Queens,Queens,2277,75800.0,24686.0,24789.0,5867.0,21.5,843,40.7875376884,-73.77663316579999,0
197562,197562,Queens,Queens,4639,53194.0,8658.0,24101.0,3925.0,11.3,2242,40.7626633166,-73.7228140704,3
210724,210724,Queens,Queens,2693,69560.0,9476.0,37826.0,5569.0,10.2,1452,40.7468341709,-73.7228140704,0
394582,394582,Queens,Queens,3130,102908.0,9134.0,34595.0,5074.0,5.1,1586,40.7581407035,-73.84944723619999,0
209146,209146,Queens,Queens,1961,70337.0,10193.0,38638.0,7332.0,4.1,948,40.5252261307,-73.953919598,0
200330,200330,Queens,Queens,1283,60594.0,14946.0,27106.0,4018.0,11.6,636,40.6292462312,-73.8209547739,0
59747,59747,Queens,Queens,2329,63646.0,14832.0,24046.0,4263.0,17.8,1027,40.5591457286,-73.8177889447,1
378749,378749,Queens,Queens,4434,60106.0,8943.0,22832.0,3524.0,16.1,2123,40.5184422111,-73.91909547739999,1
373707,373707,Queens,Queens,2079,47578.0,13749.0,22663.0,4273.0,16.7,934,40.6586432161,-73.78296482409999,1
350467,350467,Queens,Queens,9029,59544.0,9089.0,19280.0,2627.0,16.1,3884,40.7875376884,-73.8621105528,3
256135,256135,Queens,Queens,1275,89063.0,23614.0,33168.0,7157.0,6.2,636,40.755879397,-73.85894472359999,0
81006,81006,Queens,Queens,2339,50242.0,12583.0,20679.0,2652.0,15.4,1002,40.6812562814,-73.8336180905,1
328894,328894,Queens,Queens,1212,58906.0,34794.0,23485.0,4335.0,13.1,515,40.721959799,-73.7734673367,0
156710,156710,Queens,Queens,7287,48523.0,8076.0,12238.0,1492.0,22.6,3386,40.7083919598,-73.8367839196,3
162819,162819,Queens,Queens,7310,46188.0,10933.0,15441.0,1396.0,23.8,3881,40.7875376884,-73.8304522613,3
41230,41230,Queens,Queens,2818,50114.0,20520.0,18928.0,2736.0,21.9,1216,40.6428140704,-73.779798995,1
48579,48579,Queens,Queens,2168,46484.0,7617.0,19449.0,3107.0,26.2,840,40.7852763819,-73.8842713568,1
181881,181881,Queens,Queens,3923,56806.0,10983.0,20524.0,2869.0,18.4,1968,40.6134170854,-73.8051256281,1
30231,30231,Queens,Queens,4649,46558.0,5855.0,27363.0,3004.0,12.1,2447,40.5342713568,-73.7734673367,3
58067,58067,Queens,Queens,2666,58594.0,11263.0,22340.0,2553.0,13.7,1310,40.5568844221,-73.801959799,1
208678,208678,Queens,Queens,1961,70337.0,10193.0,38638.0,7332.0,4.1,948,40.7287437186,-73.7196482412,0
108557,108557,Queens,Queens,1574,56250.0,14742.0,21527.0,3161.0,8.7,773,40.584020100500005,-73.85577889449999,0
332404,332404,Queens,Queens,3283,123692.0,13106.0,58366.0,9434.0,1.2,1534,40.7355276382,-73.8969346734,0
68940,68940,Queens,Queens,2200,57902.0,16007.0,16923.0,3040.0,21.0,1008,40.7513567839,-73.9412562814,1
143045,143045,Queens,Queens,7115,78269.0,14114.0,24209.0,2549.0,14.6,3296,40.615678392,-73.7956281407,3
406863,406863,Queens,Queens,7641,84508.0,8417.0,43710.0,4708.0,5.2,3994,40.5704522613,-73.90959798989999,3
367804,367804,Queens,Queens,4657,47432.0,11821.0,21787.0,3190.0,19.7,2074,40.5184422111,-74.0045728643,1
174217,174217,Queens,Queens,4748,54569.0,7371.0,19170.0,2571.0,17.0,2528,40.6495979899,-73.7608040201,3
83087,83087,Queens,Queens,2498,53125.0,12243.0,19386.0,2367.0,10.2,1184,40.6043718593,-73.7671356784,1
257517,257517,Queens,Queens,1518,91538.0,10132.0,38247.0,4771.0,2.2,743,40.5410552764,-73.8779396985,0
306323,306323,Queens,Queens,2673,62772.0,9026.0,38324.0,7424.0,7.5,1407,40.7377889447,-73.757638191,0
174034,174034,Queens,Queens,4748,54569.0,7371.0,19170.0,2571.0,17.0,2528,40.520703517600005,-74.0235678392,3
234268,234268,Queens,Queens,1655,88958.0,20842.0,24717.0,3966.0,12.3,934,40.5184422111,-74.0045728643,0
86270,86270,Queens,Queens,3755,50750.0,9863.0,34488.0,3966.0,15.4,2428,40.5252261307,-73.9412562814,3
151273,151273,Queens,Queens,3822,49375.0,17307.0,17720.0,2799.0,23.3,1846,40.6495979899,-73.8272864322,1
64365,64365,Queens,Queens,1729,64643.0,9616.0,29952.0,5176.0,10.8,1134,40.6654271357,-73.8272864322,0
81134,81134,Queens,Queens,2339,50242.0,12583.0,20679.0,2652.0,15.4,1002,40.5252261307,-73.9412562814,1
226996,226996,Queens,Queens,4932,45179.0,7622.0,23000.0,3149.0,20.1,2254,40.5229648241,-73.91909547739999,1
260139,260139,Queens,Queens,2586,62263.0,9911.0,31460.0,4260.0,5.1,1417,40.5297487437,-73.8811055276,0
186913,186913,Queens,Queens,6815,34214.0,9427.0,13815.0,2550.0,32.8,3118,40.584020100500005,-73.801959799,3
359767,359767,Queens,Queens,3903,76250.0,14168.0,27410.0,3669.0,6.9,1821,40.7400502513,-73.7987939698,0
256540,256540,Queens,Queens,1876,60938.0,21240.0,28526.0,3093.0,3.6,965,40.5546231156,-73.7671356784,0
21162,21162,Queens,Queens,4011,29538.0,4583.0,19046.0,2726.0,25.9,1640,40.6518592965,-73.7703015075,1
340214,340214,Queens,Queens,4153,58320.0,12265.0,22791.0,3260.0,15.6,1682,40.5546231156,-73.98241206029999,1
156212,156212,Queens,Queens,3717,46276.0,6265.0,14890.0,2367.0,26.4,1597,40.721959799,-73.8051256281,1
133119,133119,Queens,Queens,5574,61011.0,8694.0,27984.0,2957.0,13.1,3015,40.7332663317,-73.85577889449999,3
343711,343711,Queens,Queens,2596,71250.0,34072.0,36881.0,8410.0,2.1,1280,40.7762311558,-73.7734673367,0
201735,201735,Queens,Queens,2675,45417.0,3935.0,28090.0,9149.0,11.3,1366,40.5274874372,-73.9570854271,1
158026,158026,Queens,Queens,2420,62500.0,9063.0,23529.0,3100.0,9.4,1173,40.798844221100005,-73.8209547739,1
300115,300115,Queens,Queens,1488,151250.0,33516.0,90236.0,19050.0,2.0,644,40.7038693467,-73.8811055276,2
316179,316179,Queens,Queens,5523,50947.0,12192.0,18693.0,2353.0,16.0,2430,40.7083919598,-73.8684422111,3
88734,88734,Queens,Queens,2342,54063.0,15933.0,19757.0,2378.0,24.1,1040,40.6315075377,-73.7608040201,1
167036,167036,Queens,Queens,3677,40682.0,9581.0,19980.0,2569.0,15.2,1680,40.7604020101,-73.8747738693,1
5779,5779,Queens,Queens,3244,61786.0,13165.0,20856.0,3258.0,22.1,1551,40.798844221100005,-73.824120603,1
210051,210051,Queens,Queens,2023,55281.0,8085.0,27391.0,3234.0,6.4,1063,40.7151758794,-73.7608040201,0
70120,70120,Queens,Queens,2895,74224.0,7238.0,21088.0,3696.0,12.3,1448,40.6428140704,-73.779798995,1
191984,191984,Queens,Queens,1459,86750.0,43654.0,40317.0,8492.0,5.1,725,40.6292462312,-73.8209547739,0
99260,99260,Queens,Queens,1855,65648.0,7718.0,21825.0,4697.0,9.1,885,40.654120603,-73.7354773869,0
174775,174775,Queens,Queens,3024,37054.0,10457.0,15765.0,2155.0,25.7,1346,40.5365326633,-73.98557788939999,1
229011,229011,Queens,Queens,2344,63542.0,15406.0,24442.0,2898.0,8.9,1223,40.5297487437,-73.8716080402,0
17033,17033,Queens,Queens,2228,67667.0,22830.0,23285.0,2647.0,13.1,1120,40.7106532663,-73.7987939698,0
283790,283790,Queens,Queens,3687,80598.0,9359.0,27053.0,3818.0,16.4,1819,40.6292462312,-73.8209547739,1
290712,290712,Queens,Queens,4841,71250.0,16310.0,41482.0,5296.0,9.5,2466,40.552361809,-73.801959799,3
85512,85512,Queens,Queens,4293,50850.0,7213.0,23438.0,2826.0,17.0,2196,40.7061306533,-73.7513065327,1
279557,279557,Queens,Queens,3772,44861.0,13544.0,28120.0,3092.0,13.2,1713,40.5568844221,-73.801959799,1
301731,301731,Queens,Queens,4565,86607.0,22557.0,54831.0,9357.0,10.8,2115,40.5659296482,-73.8779396985,0
148337,148337,Queens,Queens,4204,47763.0,12980.0,21700.0,2830.0,15.7,1755,40.5320100503,-73.98874371859999,1
128423,128423,Queens,Queens,4435,47998.0,6197.0,37246.0,7516.0,9.6,2484,40.5681909548,-73.8272864322,3
392055,392055,Queens,Queens,4586,65625.0,22711.0,25589.0,3116.0,6.3,2056,40.5365326633,-73.9729145729,0
72956,72956,Queens,Queens,2524,53095.0,12530.0,20350.0,3860.0,18.1,1273,40.5252261307,-73.85577889449999,1
258965,258965,Queens,Queens,1653,77813.0,11911.0,31589.0,3487.0,4.7,759,40.7784924623,-73.7449748744,0
288582,288582,Queens,Queens,5948,59632.0,5515.0,42939.0,8259.0,16.0,2923,40.5342713568,-73.8621105528,3
277854,277854,Queens,Queens,1602,74259.0,16215.0,34650.0,2928.0,4.2,724,40.5501005025,-73.7956281407,0
268996,268996,Queens,Queens,1948,80132.0,24132.0,33374.0,3795.0,8.5,917,40.5930653266,-73.8272864322,0
33529,33529,Queens,Queens,3425,45886.0,8543.0,25624.0,4757.0,22.3,1870,40.6066331658,-73.8082914573,1
183277,183277,Queens,Queens,2988,44757.0,7667.0,18528.0,3383.0,24.6,1437,40.753618090500005,-73.8051256281,1
336746,336746,Queens,Queens,4686,44474.0,23620.0,26803.0,4820.0,30.1,1914,40.5433165829,-73.98557788939999,1
298201,298201,Queens,Queens,4654,58867.0,6282.0,30008.0,3539.0,7.5,2142,40.5342713568,-73.9349246231,3
374536,374536,Queens,Queens,1412,81618.0,17548.0,32369.0,6357.0,3.0,636,40.7649246231,-73.92226130649999,0
305087,305087,Queens,Queens,3130,69216.0,14307.0,31398.0,5719.0,8.1,1652,40.5297487437,-73.98557788939999,0
106480,106480,Queens,Queens,4705,38750.0,5617.0,16224.0,2154.0,28.2,2300,40.5274874372,-73.8177889447,1
104502,104502,Queens,Queens,5619,65238.0,11558.0,24605.0,2972.0,16.1,2717,40.7423115578,-73.9412562814,3
152852,152852,Queens,Queens,2446,71923.0,10428.0,28829.0,4210.0,7.2,1249,40.7016080402,-73.8209547739,0
213366,213366,Queens,Queens,1640,102625.0,33116.0,29181.0,3827.0,3.6,934,40.7151758794,-73.90959798989999,0
400405,400405,Queens,Queens,3209,79297.0,15559.0,31250.0,5073.0,9.9,1400,40.7332663317,-73.7323115578,0
300194,300194,Queens,Queens,1488,151250.0,33516.0,90236.0,19050.0,2.0,644,40.5297487437,-73.8272864322,2
206972,206972,Queens,Queens,3580,75865.0,10041.0,30961.0,4334.0,12.0,1733,40.5116582915,-73.9127638191,0
276012,276012,Queens,Queens,10018,88162.0,7505.0,28705.0,3180.0,8.5,5084,40.6473366834,-73.85261306529999,3
106050,106050,Queens,Queens,4705,38750.0,5617.0,16224.0,2154.0,28.2,2300,40.5568844221,-73.824120603,1
308610,308610,Queens,Queens,4364,52349.0,7013.0,20845.0,4358.0,17.5,1721,40.5003517588,-73.8811055276,1
293667,293667,Queens,Queens,4751,47460.0,12655.0,33693.0,7741.0,14.4,2246,40.7830150754,-73.84628140699999,3
316891,316891,Queens,Queens,6247,66067.0,11358.0,23436.0,3477.0,11.3,2749,40.7830150754,-73.84944723619999,3
345012,345012,Queens,Queens,4291,39271.0,8226.0,17734.0,2180.0,22.0,1583,40.798844221100005,-73.8114572864,1
28101,28101,Queens,Queens,7378,55253.0,12167.0,27897.0,4879.0,13.1,3467,40.7332663317,-73.90959798989999,3
392760,392760,Queens,Queens,1710,95298.0,25469.0,39540.0,5189.0,3.2,840,40.7423115578,-73.9412562814,0
385675,385675,Queens,Queens,3578,95875.0,15135.0,43761.0,6525.0,7.3,1780,40.7196984925,-73.7639698492,0
36781,36781,Queens,Queens,5107,21767.0,4596.0,11822.0,2049.0,39.2,1852,40.6224623116,-73.7861306533,1
2057,2057,Queens,Queens,3807,56694.0,17083.0,21395.0,3175.0,14.7,1729,40.6586432161,-73.8621105528,1
34953,34953,Queens,Queens,3527,46190.0,7401.0,26543.0,7181.0,16.3,1982,40.6767336683,-73.8209547739,1
143919,143919,Queens,Queens,13061,45991.0,10015.0,25751.0,2558.0,10.0,6508,40.7513567839,-73.8399497487,3
117795,117795,Queens,Queens,2365,58147.0,11832.0,21364.0,3496.0,16.1,1073,40.7287437186,-73.9032663317,1
329717,329717,Queens,Queens,4006,93333.0,21346.0,42135.0,4452.0,3.5,1678,40.6473366834,-73.8304522613,0
174705,174705,Queens,Queens,3024,37054.0,10457.0,15765.0,2155.0,25.7,1346,40.6473366834,-73.8177889447,1
16972,16972,Queens,Queens,2228,67667.0,22830.0,23285.0,2647.0,13.1,1120,40.7717085427,-73.8051256281,0
12660,12660,Queens,Queens,1058,56667.0,18289.0,29555.0,5503.0,18.5,691,40.5614070352,-73.757638191,0
65593,65593,Queens,Queens,2749,62656.0,17908.0,17620.0,2810.0,20.3,1124,40.5568844221,-73.8304522613,1
272512,272512,Queens,Queens,2783,72313.0,15358.0,33089.0,3395.0,4.5,1410,40.7830150754,-73.9127638191,0
95572,95572,Queens,Queens,2756,61944.0,7864.0,18287.0,2974.0,14.7,1101,40.6744723618,-73.779798995,1
265806,265806,Queens,Queens,3199,84738.0,17990.0,35281.0,3473.0,5.9,1566,40.615678392,-73.7861306533,0
332813,332813,Queens,Queens,6716,55000.0,6493.0,27095.0,6142.0,9.7,3221,40.6495979899,-73.8431155779,3
173509,173509,Queens,Queens,3535,20273.0,8275.0,12644.0,3803.0,55.2,1091,40.7965829146,-73.8082914573,1
263133,263133,Queens,Queens,1865,80417.0,49742.0,34730.0,4851.0,3.3,1008,40.6495979899,-73.7386432161,0
217013,217013,Queens,Queens,1509,57500.0,16352.0,25072.0,8690.0,13.3,661,40.547839196,-73.9634170854,0
71068,71068,Queens,Queens,2717,60771.0,6123.0,36674.0,5529.0,16.3,1808,40.5320100503,-74.0204020101,1
307279,307279,Queens,Queens,3241,56012.0,11428.0,27197.0,4502.0,10.8,1469,40.6495979899,-73.8272864322,1
71683,71683,Queens,Queens,2808,59214.0,6825.0,20734.0,2633.0,19.3,1370,40.7242211055,-73.90959798989999,1
175108,175108,Queens,Queens,3024,37054.0,10457.0,15765.0,2155.0,25.7,1346,40.753618090500005,-73.7703015075,1
112501,112501,Queens,Queens,1423,77396.0,17374.0,35698.0,6669.0,11.0,767,40.5365326633,-73.98557788939999,0
403534,403534,Queens,Queens,2913,92308.0,8452.0,45570.0,9591.0,4.6,1232,40.5003517588,-73.9001005025,0
409095,409095,Queens,Queens,4994,82981.0,11899.0,36590.0,5099.0,9.3,2401,40.6292462312,-73.7956281407,3
123468,123468,Queens,Queens,8196,39073.0,7118.0,15296.0,1770.0,25.6,3743,40.6654271357,-73.8304522613,3
219538,219538,Queens,Queens,1699,86950.0,7047.0,30011.0,3202.0,4.9,863,40.5659296482,-73.8272864322,0
69059,69059,Queens,Queens,2200,57902.0,16007.0,16923.0,3040.0,21.0,1008,40.5229648241,-73.92542713569999,1
286922,286922,Queens,Queens,2007,56818.0,16041.0,30951.0,4443.0,4.4,858,40.6315075377,-73.7639698492,0
392099,392099,Queens,Queens,4586,65625.0,22711.0,25589.0,3116.0,6.3,2056,40.7129145729,-73.7323115578,0
235902,235902,Queens,Queens,1703,71087.0,19411.0,19993.0,3103.0,8.2,761,40.753618090500005,-73.7386432161,0
187955,187955,Queens,Queens,3171,42089.0,8676.0,19184.0,1825.0,13.1,1550,40.5297487437,-73.90959798989999,1
107591,107591,Queens,Queens,6119,62071.0,3995.0,23485.0,2406.0,9.5,3175,40.7784924623,-73.8969346734,3
400429,400429,Queens,Queens,3209,79297.0,15559.0,31250.0,5073.0,9.9,1400,40.6948241206,-73.8779396985,0
289631,289631,Queens,Queens,6191,52914.0,5027.0,32012.0,3942.0,21.8,2961,40.7377889447,-73.757638191,3
262690,262690,Queens,Queens,1865,80417.0,49742.0,34730.0,4851.0,3.3,1008,40.5636683417,-73.9507537688,0
301039,301039,Queens,Queens,5053,69375.0,27912.0,48384.0,4885.0,5.7,2748,40.7649246231,-73.7861306533,0
23208,23208,Queens,Queens,5630,58125.0,4824.0,22290.0,2815.0,23.0,2552,40.5546231156,-73.8114572864,3
13913,13913,Queens,Queens,2806,54025.0,6551.0,32673.0,4559.0,22.9,1683,40.5365326633,-73.7987939698,1
362367,362367,Queens,Queens,1729,76106.0,12325.0,36460.0,3934.0,4.4,730,40.5501005025,-74.0014070352,0
284480,284480,Queens,Queens,1773,54309.0,14610.0,42283.0,9029.0,9.6,1100,40.7151758794,-73.8336180905,0
71004,71004,Queens,Queens,2717,60771.0,6123.0,36674.0,5529.0,16.3,1808,40.7830150754,-73.8716080402,1
127156,127156,Queens,Queens,6233,48170.0,9425.0,23480.0,3540.0,14.5,3091,40.7604020101,-73.7481407035,3
372398,372398,Queens,Queens,2556,70938.0,18608.0,23719.0,3045.0,14.9,1102,40.5116582915,-73.8937688442,0
47188,47188,Queens,Queens,3586,70597.0,8201.0,18872.0,2283.0,19.6,1702,40.721959799,-73.8177889447,1
395253,395253,Queens,Queens,4821,79226.0,8163.0,32302.0,3538.0,4.2,2133,40.5591457286,-73.8652763819,3
377113,377113,Queens,Queens,2747,24583.0,6101.0,13981.0,3101.0,28.6,1049,40.7490954774,-73.90959798989999,1
122721,122721,Queens,Queens,2432,59677.0,26611.0,21270.0,2918.0,13.1,1126,40.7355276382,-73.8811055276,0
193179,193179,Queens,Queens,5500,80149.0,12076.0,34563.0,3630.0,7.4,3015,40.7581407035,-73.9349246231,3
192378,192378,Queens,Queens,1459,86750.0,43654.0,40317.0,8492.0,5.1,725,40.6789949749,-73.7924623116,0
296911,296911,Queens,Queens,5442,74435.0,9585.0,51800.0,5193.0,5.3,2836,40.753618090500005,-73.8051256281,3
211146,211146,Queens,Queens,2693,69560.0,9476.0,37826.0,5569.0,10.2,1452,40.5636683417,-73.9127638191,0
290405,290405,Queens,Queens,4841,71250.0,16310.0,41482.0,5296.0,9.5,2466,40.6993467337,-73.7639698492,3
330573,330573,Queens,Queens,6317,46777.0,6659.0,21012.0,3079.0,18.2,2762,40.5908040201,-73.8399497487,3
294519,294519,Queens,Queens,1965,124643.0,18850.0,70509.0,15034.0,2.3,951,40.7852763819,-73.8367839196,2
199615,199615,Queens,Queens,1933,60426.0,9710.0,28859.0,3069.0,7.0,971,40.6654271357,-73.8367839196,0
42619,42619,Queens,Queens,2501,61293.0,13194.0,38739.0,7638.0,10.5,1465,40.7400502513,-73.7987939698,0
